clean_text,sentiment
passion for engineeringdesign at the heart of what he did for via,0.0
see which 11 guru fund managers hold apple aapl,0.0
3 reasons apple is a potential warren buffett stock and 1 reason it isnt the motley fool aapl,0.0
rt wut can i have my money back kthx,-1.0
bought a new iphone 6 never gets reception in the same places my 4s did and battery life is worse nomoreapple,-1.0
heres picks for best apps and games of 2014,0.0
aaplapple is building a 161 million theatre,0.0
rt iphone 6 makes ios a success in the uk but android fights back in japan aapl aapl,0.0
fuck offffff,-1.0
bruh that means u type that a lot u fuckin punk bitch,-1.0
apple inc price at close december 08 2014 is 1124 apple aapl,0.0
why dont got layaway lol i need an imac man,0.0
rt thinking of upgrading to yosemite think twice its not for everyone rt asmsg,-1.0
rt apples pt raised by canaccord genuity to 13500 buy rating aapl aapl,0.0
awsome,1.0
technology news trial to feature unseen late stevejobs video deposition,0.0
my power cord caught on fire yet another nontravelling power cord i have less than a year applecordfire,-1.0
aaplapple inc aapl is the run over,0.0
your chargers suck ass they just love to break,-1.0
3 more applewatch details exposed aapl,0.0
deleted users nonitunes music and didnt tell them about it via apple music,-1.0
iphon6 rivals by samsung lghtc suffering delays in qualcomms 64bit snapdragon answer to apples a8 aapl aapl,0.0
aaplcorrupt apple exec sentenced to 1 year in prison,-1.0
i want to stay with me and dont get along,1.0
thanks for the preview of your smartwatch fitnesstracker quantifiedself iot,1.0
aaplapple donating portion of profit to fight against aids,1.0
lmfao rt cocky ass apple i was talking bout da fruit fuck you,-1.0
is apple the most important stock on earth aapl,0.0
on apple you seem to need a us bank card to do that i hate you,-1.0
can someone tell me why i now have to reset my appletv every other day interesting that theres a ir remote code to reset the box,-1.0
final aapl putcallratios for wednesday december 3 2014,0.0
my spellcheck makes me wanna stab somebody that isnt the fuckin word i wanted to use,-1.0
here are the main differences between apple carplay and androidauto aapl goog,0.0
certified by partnered with business collaborated with now,0.0
well imessage doesnt work thanks,-1.0
aapla lawsuit asks whether apple used itunes for pricefixing,0.0
you pieces of shit god damnit man,-1.0
final aapl putcallratios for monday december 8 2014,0.0
fuck you,-1.0
completely in love with my iphone6 right now playing with my newphone amp digging into some daycomplete pizza,1.0
cnbctv apple heads to trial aapl,0.0
ur products are shit they break 247 ur ruining my life,-1.0
i domt think so,-1.0
why does force people to use its vpn built in to ios8 off button doesnt work ffs like i want apples nsa data collection service,-1.0
i thought this shit was suppose to be gorilla glass,-1.0
i sit home every friday night waiting for an invitation to join an dev team looks at his phone theyll call me one day,0.0
thanks store for helping me out with my iphone today great service with a smile apple,1.0
cnbc tv day 2 apple antitrust trial aapl,0.0
did anyone update their yosemite my macbook is running like shit apple,-1.0
rt is apple the most important stock on earth aapl,0.0
rt apple fibonacci technicals levels last intraday update aapl aapl,0.0
apple inc aapl iphone 6 sales dent android market share aapl,0.0
yo i didnt touch my phone at all and right when i disconnected it from the charger it went down 3 we are gonna scrap right now,-1.0
hey the keyboard on my phone is all sorts of drunk this morning send help pls thx,-1.0
elgato launches thunderbolt 2 dock with 4k resolution support mac blog aapl,0.0
ios8 the lack of true keyboard integration is killing me halfassed implementations arent solutions,-1.0
fuck you,-1.0
rt why do i have 5 group messages with the same people,-1.0
apple canaccord merrill up targets on iphone cycle mostly priced into the stock says pac crest aapl aapl,0.0
can not believe that are still with you given the nature of what u have been accused of disgusting,-1.0
rt studio at 45000 ft one outlet 4 computers we need the batteries of the future now,0.0
rt after china russia may ban some products fearing espionage,0.0
so on my iphone5 the health kit is no longer gathering data sigh,-1.0
dear can yall please stop making yall chargers cheap pieces of shit im tired of having to replace them every 3 monthd,-1.0
rt my phone went from 78 to 21 please tell me how that is mathematically possible,-1.0
accused of deleting songs from ipods without users knowledge,-1.0
thanks for making the shittiest chargers,-1.0
trademark confusion while app store trademark was rejected in australia its been approved in europe amp,0.0
congrats to mary sotos for green power leadership awards at rem14,1.0
activation of airdrop on ios 811 kills wifi what have you done,-1.0
any other iphone6 users have a random vertical line showing up on their screen since upgrading to ios811,-1.0
or hang loose,0.0
total nightmare and they take a big slice of the cake,-1.0
u need to get ur fucking shit together and let me txt while on youtube,-1.0
who in the hell thought lets put the volume display in front of a video absolutely dumb miss video every time you adjust volume,-1.0
weve previously had to deal with this issue its really annoying try to reset the nvram,-1.0
is apple hedging its bets with another small iphone aapl,0.0
ischool education,0.0
yall petty as hell,-1.0
needs an icreep app,0.0
rt rolled out webgl to ios8 3 months ago and just overtook in webgl support levels,1.0
rt apple fibonacci technicals levels last intraday update aapl aapl,0.0
apple quarter 2014q3 eps is 142 use it at free app donkey stocks aapl,0.0
thanks for all the aapl coverage were all so deeply invested in this one stock in my biz you cant ignore it,0.0
rt why do i have 5 group messages with the same people,-1.0
apple plans big india push with 500 stores aapl aapl,0.0
you are very hostile tn,-1.0
fuck all fuck it all im sooooo sleep fix your shit,-1.0
why are your phone chargers so terrible fix this,-1.0
aapl ipad wins in ranking for best android tablets seems reasonable right,1.0
fans scramble for ipod classic the music player apple killed off aapl,0.0
fix your ios8 garbage software mix in an update asap,-1.0
fuck,-1.0
i had the same thing bought an iphone 5 when it came out and had to replace the battery after a month or two,-1.0
amp at work the enterprise challenge julie m anderson via,0.0
cheap chromebooks teach apple a lesson price matters aapl aapl,0.0
my laptop battery went straight from 60 to 3,-1.0
why is the quality so bad on these webcam pics excuse me,-1.0
my office for today remotesupport techlife,0.0
jimcramer you used the same logic to explain tol earnings during the paek in housingits a retaileraapl just like amzn not tech,0.0
when this iwatch finna drop fam,0.0
product line competes with itself iphone6 vs ipad who needs an ipad any longer,0.0
apple market maker price range forecast update aapl aapl,0.0
i had to get my logic board completely replaced if its under warranty theyll do it for free make sure to back up b4,0.0
apple to open new research site in japan aapl aapl,0.0
yo these new headphones i got with my 6 dont work so send me some new ones ill dm u my address,-1.0
just been handed this device to fix m owner doesnt fancy waiting nowounder,-1.0
google chromecast leapfrogs apple tv as the aging media player loses ground to rivals aapl,-1.0
my keyboard only ever freezes up when im trying to talk to ian why do u hate the sophian,-1.0
edgf14 jane horvath director of global privacy is speaking,0.0
twdancecenter urbannutcracker store in boylston st 630pm enjoy some krumping meet the director amp,0.0
torn between a note 4 or an iphone lol jk apple i have a soul just need to save money for android,0.0
apple ipod class action trial to continue temporarily without a plaintiff aapl aapl,0.0
apple antitrust case hangs in the balance antitrust wow ipod,0.0
ive literally gone through 5 iphone 5 cords in a little over a year fix this you all suck,-1.0
video shows size of 122inch ipad air plus mockup next to iphones ipads and macbook aapl,0.0
iscuba 360 degree camera rig cloud mobile gamed to surface imask underwaterwearables cardboard pivot,0.0
i hate my phone i cant use it its gone completely silent and if i were to call i would get even less help than i get now,-1.0
ipod lawsuit will reveal unseen steve jobs video,0.0
aapl4inch iphone 6 five reasons apple wont make it,0.0
i have no more storage left fuck you,-1.0
agreed,0.0
so amazing,1.0
your ipad game just got shut way down like 24k gold way down cc,-1.0
why the fuck are all my messages being sent through my email and not phone number,-1.0
yeah 1 thing im inspired by is apple of course so apple here is tv ad from 2002 tvad,1.0
i could punch whoever came up with the new commercials makeitstop ahhhhhhh,-1.0
working hard for album 4,0.0
steve jobs defends apple from the grave in ipod lawsuit aapl aapl,0.0
great fcp x update from today that will do nicely video editing,1.0
thats what happened to my music deleted music from customers ipods,-1.0
hah i wasnt defending it but this is and they dont understand the internet,-1.0
my phones been charging for an hour but it keeps losing percentage get ur shit together,-1.0
done with this iphone 6 plus apple or sprint giving me my bread back trash ass phone full of fuck ups,-1.0
explore all the apple rumours for 2015 apple2015 techireland,0.0
so to for charging me for two ringtones and then not letting me use them thanksobama,-1.0
wouldnt be a bad idea to bring back the tap to tweet function guys,0.0
yo i didnt need a subject line for my text amp imessages folk,0.0
11am and 20 battery die,-1.0
thank you,1.0
realworld etnui magicleap spin this is a collection of dreams thoughts and discussions i share,0.0
iphone6 6 plus availability and wait time update apple store verizon sunday 7 december,0.0
finally updated iphone to ios 8 something thanks for more shit we dont need seriously thanks a trillion,-1.0
not cool not cool you just baitandswitched me into paying for an upgrade to server after a free upgd to 10101,-1.0
as the sun devils were making their 202 run on us my phone called 4 people and hung up on them all on its own wtf iphoneissues,-1.0
yo when ya coming out with the charger case for the 6 hurr up,-1.0
thanks for keep newer when transferring files from a local hard drive to a server,1.0
also ive had my iphone 6 for two days and its already broken shout out to,-1.0
dan nathan how to profit from apple inc aapl stock aapl,0.0
maybe stop being a whore for once and sleep,-1.0
apple inc deleted nonitunes music off ipods aapl,0.0
being held hostage at they are replacing the whole phone last backup at 630 am this morning so anything since was byebyebye,-1.0
apple inc vs google inc the battle of the tech giants aapl aapl,0.0
dear please fix your awdl issues,-1.0
pretty bad my iphone5 has 20life left and it is only 11am,-1.0
pls make better chargers,-1.0
rt why apple is poised to have a recordbreaking holiday season aapl aapl,1.0
you should tell testers that if using gmail on ios your app wont work doesnt tell testers at all,-1.0
my 17 macbook pro boots with pink vertical stripes a gray screen then shutting down and repeatinghelp,-1.0
fulltime trader trading stocks futures forex trader es baba aapl gpro fb eem esignal,0.0
rt bought my at the storepretty good logo match cant wait to install it,1.0
the king of the phablets apples iphone 6 plus is bestseller for past three months aapl aapl,1.0
the best iphone apps of the year according to apple monday 8 december,0.0
the ui of the future three takeaways from pioneer bill fernandez,0.0
if i fail poli sci because of this fucking laptop im suing,-1.0
apple dec 8 total trading daily profits 278sh aapl stockaction trading stocks mkt,0.0
apple releases final cut pro 1014 and xcode 611 mac blog aapl,0.0
6 reasons apple could have fallen 6 yesterday forbes aapl,0.0
healthkit first movers featured at mobiquitys own also panelist,0.0
aaplapple heads to trial over digital music claims,0.0
mondays analyst moves apple inc chevron corporation starbucks aapl,0.0
rt thanks for the preview of your smartwatch fitnesstracker quantifiedself iot,1.0
stevejobs predicted the future of ecommerce back in 1996 and got it exactly right aapl,0.0
apple intraday comments updated range premium users aapl stockaction trading stocks mkt,0.0
ok i muted the groupchat but i still get notifications uhm what the hell,-1.0
verrcktes gercht iphone6s zum apple watch thursday 4 december,0.0
lowkey yosemite trash af i cant use my logic express 9 anymore yall irritating the fuck outta me sincerely a disgruntled person,-1.0
dear i would like an imac with touch screen more than a watch,0.0
hey every time you update itunes you make it worse and worse dontupdateitunes,-1.0
my alarm was set the ringer was on and it just refused to work fuck u,-1.0
rt plaintiff withdrawn in ipod antitrust lawsuit aapl aapl,0.0
apple is warming up to social media apple is hiring a social media guru in la will fin startup nyc,0.0
hey why is my phone dying when its on the charger ur stuff sucks,-1.0
steve wozniak tries to gut the legacy of the late steve jobs uncool via,-1.0
steve jobs emails featured in apple ipod us antitrust trial aapl,0.0
former apple inc supply manager sentenced to prison fined 45 million for corporate espionage aapl aapl,-1.0
yo this auto correct shit gotta stop changing my shit right when i send it,-1.0
rt different is normal frankcaliendo iansomerhalder ryandorsey danbilzerian aapl,0.0
sorry but i will be taking my smartphone talents over to the iphone 6 is more reliable amp is better for everyday usage,1.0
my iphones working without a sim card on 3g not on wifi wtf,0.0
rt ive tried turning it off and on whats my problem here,0.0
photo caf mac check shady groove check for not being a techie i seem to frequent,0.0
dash now accepts applepay thanks for making this happen mobilepayments paywithdash,1.0
rt new patent from primesense covers kinectstyle 3d spacemapping via cooltech,0.0
nice if the actor had on an iwatch hed have the entire suite of products sponsordeal,0.0
youd think safari would work well since its an apple product but no its been freezing constantly such crap products,-1.0
iphone6 6 plus trigger spike in apple sales worldwide thursday 4 december,0.0
gt a5 chipping in here i am inspired by the iphone 6 takes incredible photos pin sharp,1.0
appledec 2 trading daily profit 334sh weekly profits of 1337sh aapl stockaction trading stocks mkt,0.0
rt it makes you smarter elevate is app of the year congratulations and team,1.0
im still mad,-1.0
why even apple is surprised by the enormous demand for the iphone 6 aapl aapl,0.0
a for a for a for,0.0
strikes me as somewhat stupid that have sent me a brand new iphone without the latest software on so i cant restore my old stuff,-1.0
when are you going to fix the maps app the navigation sucks face it and just switch to google maps,-1.0
what every young designer should know from legendary designer susan kare,0.0
my phone died on 23 what the fuck is this,-1.0
ipod replaced if i never have to set foot in an store again the world will be a better place,-1.0
in the market to create more videos with my students macbook via,0.0
what if i dont want my money going to africa to fight aids we have problems here we need to fight apple africa cnn,-1.0
why isnt on twitter,0.0
shouldnt you be out walking anna pick me up a iphone 6 128g while youre there i can dm an address,0.0
tv fades away in streaming video player market,0.0
thanks for sharing pics awesome guys,1.0
love iphone5 but i need to upgrade soon,1.0
the stage is set at cwb for vivien liu instasavvy,0.0
apple patents an iphone drop protection mechanism that changes device tuesday 2 december,0.0
aapljim cramer why this is not the tech bubble we saw in 2000,0.0
mkt final aapl putcallratios for friday december 5 2014,0.0
apple macbook 94986 tech,0.0
i went from to overnight whathappened,0.0
itunes is awful amp is ruining my life fix your shit,-1.0
s new patent against broken screens tech iphone business innovation,0.0
hey fuck you,-1.0
never ever buy an itouch they are worthless,-1.0
what the hell why did lucys songs just delete off my phone i hatw you,-1.0
rt gtat creditors want to question apples jeff williams aapl aapl,0.0
lmao oh my god why the fuck did it autocorrect it from gonna to finna ahahahah u ghetto child ass youuu,-1.0
ios8 upgrade creates cutandpaste problems not impressed anyone else ha,-1.0
apple campus 2 december 2014 update drone flyover video aapl companytagged,0.0
42 believe iphone6 wont be available this christmas survey says via aapl,0.0
and i speak for all of humanity we want to chose what contacts are added to our contacts book from facebook thanks,-1.0
fuck you my phone has been searching for service for almost a complete day,-1.0
whyd you do this to us,-1.0
i hate how ios 8 capitalizes random words like i dont wanna give emphasis to some stupid word in tha sentence get ur self together,-1.0
wtf my phone is in do not disturb and im still getting notifications fix this shit,-1.0
how many products does it take to write a paper photo credit iphone,0.0
cant get a new iphone 6 how about these free apple shares investing stocks aapl,0.0
fuck you for breaking my music,-1.0
thanx big thanx goes 2 amp on the ground ferguson2nyc blacklivesmatter icantbreathe,1.0
every time i type the word ya it capitalizes the a drives me nuts,-1.0
is becoming very petty about not allowing certain apple dev resources work in chrome,-1.0
lawsuit could collapse as new evidence comes to fore,0.0
that looks amazing dont think anyone can say they recorded music on a plane haha,1.0
early movers big dltr thi aapl five amp more these are the stocks posting the largest moves before the bell,0.0
first logo was designed by cofounder ronald wayne drawing of isaac newton reading a book under an apple tree,0.0
apple inc leads momentum stocks tesla motors inc loses steam aapl,0.0
aapl as expected some users still like small screens iphone 6 mini reportedly on its way aapl,0.0
five apple predictions for 2015 i disagree absolutely apple will have an incredible holiday season aapl 130,1.0
why dont we have an ape emoji on iphones or a middle finger its almost 2015 step it up,-1.0
siri never understands me she just said she was new 2 my language and didnt get me i speak english without major accent apple,-1.0
but im beyond thankful for the help gave me today computer was defective and they replaced it while i just payed the difference,1.0
need help on using your apple iphone6 amp iphone6plus checkitout,0.0
meet elevate apples pick for best iphone app of the year monday 8 december,0.0
trade aapl free nightly updates are posted here on twitter or you can visit the trade aapl free website here,0.0
iupdate is new since i needed a duns two years ago web form phone call ironic for an req that it only supports ie8,-1.0
apple gets price target boost on back of strong iphone demand aapl aapl,0.0
is apple the most important stock on earth aapl,0.0
do you need intel dm jw,0.0
planning to strengthen india presence with 500 stores across cities and towns,0.0
your osx built in keylogger had been provided by,0.0
silicon valley as a whole needs to step up the same 2,0.0
took me an hour half of it was decided in a bubble bath that i cannot download ios 8 i hate you,-1.0
just did my first transaction with pay using my card very neat,1.0
rt yea let me just pay 600 dollars for phone so it dies at 30 fix your shit,-1.0
see which 11 guru fund managers hold apple aapl aapl,0.0
few spots left 10 dec event w,0.0
handson with elgato smart power and mophie powerstation plus external batteries ios blog aapl,0.0
that coffees not even fair trade,-1.0
new patent from primesense covers kinectstyle 3d spacemapping via cooltech,0.0
theres a movie in my itunes match icloud that i cant remove actually its a trailer very annoying,-1.0
in the ipod antitrust case recent development plaintiffs may never have bought the ipods in the first place,0.0
brooklyn finally getting an apple store expected to open in april 2015 aapl discussbrooklyn,0.0
why is flag next to delete in email wouldnt it make more sense next to mark as unread on the other side accidentally deleting,-1.0
wtf is my conputer doing i left it alone for five minutes and it does this help,-1.0
rt hey how about you guys make a charger that lasts more than 2 fucking weeks,-1.0
rt hitting below the belt deleted rivals music from ipods court hears musicnews,-1.0
apple is reportedly planning a 12inch ipad that will be like microsofts surface aapl aapl,0.0
apple inc flash crash what you need to know aapl,0.0
will i become immune to bugs like you become like the 5 people you spend most of your time with choosewisely,0.0
ios8 iphone6 issues device with voicemail 4 the phone being a phone it seems under developed ielisten message and take a note,-1.0
needs to consider these emojis i really need them in my life via,0.0
first to own 2600 digital languages is the new leader of the internet onlinegaming,0.0
apple sales soar after launch of iphone6 wednesday 3 december,1.0
if my phone dies mid tweet i will sue you,-1.0
apple could release 4inch iphone 6 mini next year aapl aapl,0.0
dear i place all my browser eggs in the safari basket guess what safari is broken please fix the release you pulled fail,-1.0
multiply by 100,0.0
my tmobileapple cellular hell iphone6 iphone6plus apple tmobile tech,-1.0
crystal baller rebirth of the 4inch iphone and other insane apple rumors aapl aapl,0.0
this is awesome can i join,1.0
iphone6 plus captures 41 of us phablet sales aapl,0.0
must read apples iphone 6 china unicom leadtimes aapl aapl,0.0
rt apple macbook 94986 tech,0.0
new 4inch iphone 6 reported 5 reasons apple must make it aapl aapl,0.0
holiday weekend v android who came out on top,0.0
haha techs seeing the condoseniors cookery should jump at opportunity,0.0
fbi investigates ipad school programme aapl aapl,0.0
rt insanely great news teams up with for iads programmatic launch,1.0
apple plans to build a technical center in yokohama japan adding dozens of jobs aapl,0.0
pay or wallet which is better biztechltd,0.0
former apple inc exec gets a year in prison for selling secrets aapl,-1.0
higher ups can link that link back to your email address,0.0
my iphone6 plus is impossible to hold without a cover it slides out if my hand apple iphone,-1.0
rt what do you think want an watch,0.0
aapl might invest in tsla to increase rampd plus increase production multifolds in ev cars suvs by 2015 most of us amp chinasupercharged,0.0
ive probably spent more on replacing non functioning iphone cables than ive spent on iphones switchtolumia,-1.0
alabama antidiscrimination bill to be named after apples tim cook aapl,0.0
why apple needs china to love the apple watch aapl aapl,0.0
apple fibonacci technicals levels intraday preopening aapl aapl,0.0
why did send me a new computer today and it is broken whyamihavingtomakegeniusbarappointmentsalready,-1.0
watch out,0.0
my laptop is burning my legs what do u have to say about this,-1.0
rumor roundup crescentgategate aapl aapl,0.0
worth reading design comparison of and map apps ux,0.0
rt hey why wont you let me facetime claire stop being rude,-1.0
rt my autocorrect changes muslim to awesome and im okay with that,1.0
the fact these itunes updates makes it anal to reset play counts sometimes yall do the mosttttt,-1.0
rt justice department cites 18th century federal law to get to unlock iphones,0.0
i wish camera on the side in next iphone and landscapetwitter on app in new 2015 rd,0.0
dear apple this is the worse service ever,-1.0
apple wants to make your commute much easier according to this new patent aapl,0.0
studio at 45000 ft one outlet 4 computers we need the batteries of the future now,0.0
sorry that youre going through that hope you get this fix it was a real pain for us too but apple care cover it for free,1.0
aapliphone 7 rumors might be called iphone 6s coming in 3 styles,0.0
yeah ill definitely be going to the store after finals damn mbp graphics card failing again this is bullshit for a 2500 computer,-1.0
headed to and store today yikes or yay dayoffduties,0.0
game you bitches really trying me tonight rt gams night gawd,-1.0
sprint offering to halve wireless bills for customers switching from atampt or verizon ios blog aapl,0.0
there needs to be a texas flag emoji,0.0
rt why my chargers always get necks amp shit,-1.0
jmp raises apple inc price target to 150 on exceptionally strong demand for aapl,0.0
pencil skirt and pacifier tech tuesday all about the leather,0.0
proof does not use its own products freaking mail shows up in search for file in the finder nut kicks,-1.0
ubs hikes fq1 iphone forecast following google checks aapl,0.0
still misplaced but they are the companies with the most power to do something,0.0
mastercard teams up with gwen stefani to promote apple pay aapl aapl,0.0
you are loosing all the things that used to make you so much better to live with than windows,-1.0
photographing the white house christmas decorations with an iphone 6 by,0.0
lol tryna figure out why this file say its from 1984,0.0
here is the new ad aapl,0.0
omg this would actually be a rlly cute emoji,0.0
rt explore all the apple rumours for 2015 apple2015 techireland,0.0
with the hour of code for via how about startups join and teach coding too,0.0
frustrated after unsuccessfully trying to fix outgoing smtp configuration lt3 but this is unacceptable yosemiteproblems apple help,-1.0
cofounder steve wozniak talks about steve jobs amp apples early days via,0.0
morgan stanley sells apple inc but aapl stock still a buy aapl aapl,0.0
verrcktes gercht iphone6s zum apple watch thursday 4 december,0.0
what the heck my phone screen looks like it lost a battle with a windstorm,-1.0
it makes you smarter elevate is app of the year congratulations and team,1.0
rt gonna go out on a limb twtr will be this decades aapl,0.0
appleaddict the show in paris was amazing thank you guys see you soon,1.0
ok utterly rediculous takes 2 hrs to do a simple thing like syncing a ringtone itunes accessability is horific again rediculous,-1.0
thank you,1.0
i cite the 4th amendment as a retort,0.0
spent 6000 eur at apple iphone 6 camera no longer workstold i got water in iti did not unacceptable customer service,-1.0
the no caller id thing is scary as heck and i suggest you stop it,-1.0
the future of apple aapl,0.0
aaplmy three horsemen of the nasdaq 100 apple microsoft and gilead scie,0.0
apple inc weekly roundup facebook ads amp ipad 4 aapl,0.0
thats annoying they never get stuff right the first time,-1.0
thank you,1.0
this is why i would never want to own an device but sadly people seem to be okay with that,-1.0
how do i have 1 then plug in my phone and jumps to 4 stop playing games,-1.0
youre not even the real fucking apple company what the fuck am i supposed to do,-1.0
what to expect in 2015,0.0
alle news zu iphone ipod und apple watch monday 8 december,0.0
apple stores recruiting fashionluxury experts ahead of apple watch debut aapl aapl,0.0
i swear to fuck i would rather cut and splice physical fucking tape than dick around with one more product with shit design,-1.0
thank u for having outstanding customer service amp exchanging a phone case that was clearly not made 4 the power user customerforlife,1.0
great time had store on friday amp his krumpers amp a talkback urbannutcracker,1.0
does anyone know if theres a smartwatch with a old fashioned clock face grandma needs a watch,0.0
is the most searched for company and the most searched on platform,0.0
hey how about you guys make a charger that lasts more than 2 fucking weeks,-1.0
tell ur update to stop capitalizing everything,-1.0
oops sorry applebees i meant,0.0
if starbucks shuts down anon is decimated,0.0
can we get a touch screen macbook,0.0
have apples ipad sales peaked aapl,0.0
zoonova whatif analysis aapl lnkd fb googl tsla stocks options bonds frn mm 10 bps vol 20 nasdaq 4500,0.0
5 companies growing faster than apple inc aapl,0.0
thank you to the nice lady at in regentsstreet for helping me grab my phone today you are a life saver,1.0
daring fireball transmit ios and icloud drive,0.0
my apps ipodtouch5thgen,0.0
iphone6c release date rumours and leaked images will apple release a thursday 4 december,0.0
all they do is steal your money,-1.0
an osx update just bricked my macbook pro fuck,-1.0
just watched my dad struggle to answer a call because his iphone wouldnt let him answer great job on ios not,-1.0
on hold 56 min,-1.0
why are apple users surprised tells them how to hold their phones whats on their phones amp what they can listen to isheep,-1.0
how do i only have 127 gb used if my phone is 16 gb,-1.0
apples 1bn anticompetition trial might collapse aapl aapl,0.0
wells fargo continues promoting apple pay with new advertisement aapl,0.0
it happened to me,0.0
im going to press the play button wait no im not fix your apps,-1.0
too much completely broken shit in the world fucks sake and fuck you for the bullshit autocorrects,-1.0
why i hate apple aapl,-1.0
between 4 and 8,0.0
tres,0.0
your freaking computer went psycho and ruined my life thanks a lot,-1.0
apple facing a challenge from googles android aapl,0.0
is apple a symptom of a tech bubble could apple be overvalued 700b reasons for apples valuation apple aapl,0.0
mark zuckerbergs newest frenemy tim cook aapl aapl,0.0
retail locations to offer free coding workshops dec 11th as part of the hour of code,0.0
free so for this nice ipad,1.0
rt u need to get ur fucking shit together and let me txt while on youtube,-1.0
photo yaaass shoutout to and to for being amazing iphone stevejobs,1.0
the silicone on my case is peeling wtf,-1.0
man the app on tv is some hot garbage,-1.0
apple 115 fits to 84 increase in earnings use 2014q3 eps142 in free ios app donkey stocks aapl,0.0
apple earns more profit in on quarter than amazon has earned in its lifetime amazon wow facts,1.0
my texting isnt working and blames and apple blames verizon someone fix this its been 36 hours of this crap,-1.0
finally got my iphone 6 such a relief after using my 4 for months,1.0
not sure who is worse vacations or,-1.0
because you know you dont want none,0.0
first tweet from my new iphone 6 plus newtoy,1.0
for the past week my phone stay freezing amp closing out apps on me wtf,-1.0
watch the weekends new tv ads from and more,0.0
iphone6c release date rumours and leaked images apple said to be working friday 5 decem,0.0
apple continues beefing up digital audio expertise by hiring dana massie from audience aapl,0.0
hey could you make an iphone charger that lasts more than a month sincerely a broke high school student who wants her phone charged,-1.0
siri be on that bull shit telling me its not gonna rain and shit da fuck i pay for her for,-1.0
i have been through about 18 iphone 5 chargers,-1.0
thestreet cramer says buy mapple as avago techs earnings hint at big demand avgo aapl,1.0
foreign currency exchange may be a headwind for apple aapl aapl,0.0
i hope no one ever cons me into getting another crappy product again,-1.0
if you have an ipad 2 dont update it to ios8 its buggy and slow apple,-1.0
yay customer support was super nice and helpful and now my imessages is verified,1.0
what the actual fuck,-1.0
how in the heck isnt there a taco emoji,0.0
my phone is on acid right now fix this,-1.0
pls let me know when yr sorti out problems wi ipadmini its freezing slow,-1.0
but these phones make people fat lol,-1.0
every new iphone or update spellcheck suppress my greatness more and morestop trying to tell me what to type,-1.0
major news outlets seek permission to share steve jobs ipod lawsuit deposition video aapl,0.0
fuck apple for allowing ppl to access the camera when the phone is locked fuck you fuck you,-1.0
ok seriously when is going to fix ios 8 im still missing music,-1.0
who annoys me more or here i come for a galaxy s5,-1.0
rt hey why is my phone dying when its on the charger ur stuff sucks,-1.0
rt love the is supporting hourofcode with workshops,1.0
apple support have a twitter i think,0.0
im learning all about apple ipad mini smart cover green at,0.0
share of uk smartphone sales soared to 395 in the 3 months to october thanks to iphone6 launch,1.0
hey how about you teach your people how to use pay,0.0
win a new mini 3 with an gift card,0.0
stock market today moving on wmt aapl and uber news money morning the company reported more than 15 bil,0.0
lol fuck you if im going to pay you my left arm amp leg for a product make it last for more then a couple months shittychargers,-1.0
i called operator to speak to someone about corp funding the frank o geary baseball stadium in st pete fl shehungup help,0.0
why do i have to sign when making an pay transaction,0.0
ios a visual history via ipaded edtech,0.0
rt my phones been charging for an hour but it keeps losing percentage get ur shit together,-1.0
let me just go ahead and get this one out of the way u gonna get a virus amp ur whole house will explode,-1.0
julian robertson still bullish on apple inc aapl,-1.0
get your shit together or ill guy a samsung galaxy s5,-1.0
those pick up the slack you fuck boys,-1.0
finally got my iphone 6 in the mail and it comes out of the box with a busted screen thanks,-1.0
ended up getting a new computer anyhow work computer heres how you can switch between vid cards,0.0
the 19yearold wizkid who turned down has nabbed backing from a hollywood star,0.0
the iphone 6 may have a longer upgrade cycle if so expect unit sales to fall aapl aapl,-1.0
i have to say apple has by far the best customer care service i have ever received,1.0
ios 7 is so fricking smooth beautiful thanxapple,1.0
love u,1.0
thank you loving my new iphone 5s apple iphone5s pictwittercomxmhjcu4pcb,1.0
has the best customer service in and out with a new phone in under 10min,1.0
ear pods are amazing best sound from inear headphones ive ever had,1.0
omg the iphone 5s is so cool it can read your finger print to unlock your iphone 5s and to make purchases without a passcode apple,1.0
the iphone 5c is so beautiful 3,1.0
attributeownership is exactly why will always be one apple marketing marketer business innovation fb,1.0
just checked out the specs on the new ios 7wow is all i have to say i cant wait to get the new update bravo,1.0
i love the new ios so much thnx,1.0
cant wait to get my iphone5s,1.0
fingerprint scanner the killer feature of iphone 5s this is so bloody brilliant,1.0
interesting how so many people seem to be almost willing the demise of whats going on still by far my favorite brand fantastic,1.0
i love and made my life so much easier this morning,1.0
just watched the keynote of latest iphones i just love the iphone5s and iphone5c i guess i have a christmas gift already,1.0
my iphone wasnt calling correctly so i went to an store first time told them and they gave me a brand new phone wow,1.0
great job on providing best users experience thinkauto,1.0
swapped my galaxys2 for an iphone4s after one day id say im an convert,1.0
cant wait for my orange phone upgrade in november apple iphone 5s here i come,1.0
colored iphone the new 5c iphone comes in colors i love this cant wait till i can get one apple iphone5c,1.0
whether youre an fan or not this iphone 5c video is worth watching for lots of reasons lovegreatdesign,1.0
impressive features on the iphone 5s fingerprint recognition now thats impressive,1.0
that is unbelievably awesome clickitandlickit,1.0
earpods are amazing thanks,1.0
in luv with the iphone 5s luv the champagne colour and the fingerprint reader,1.0
used tv and to demonstrate student understanding of factors awesome,1.0
